"Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"6/16/2000","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",2,"Summer","found on the ground","Non-selasphorus spp.","1855_ANHU"
"5/9/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","1410_ANHU"
"8/25/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","1902_ANHU"
"7/15/2005","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","nest-related","Non-selasphorus spp.","2961_ANHU"
"3/1/2006","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","3015_ANHU"
"6/11/2015","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","5374_ANHU"
"4/6/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5565_ANHU"
"8/5/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","5690_ANHU"
"4/14/2015","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","6391_ALHU"
"7/23/1998","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","unknown","Non-selasphorus spp.","1484_ANHU"
"3/19/2014","Released","malibu","No","Non-selasphorus","unknown","Nestling",2,"Spring","found on the ground","Non-selasphorus spp.","6190_ANHU"
"7/11/2001","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2093_ANHU"
"10/22/2015","Died","malibu","Yes","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","6534_ANHU"
"3/13/1991","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","32_ANHU"
"5/13/2015","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","6421_ALHU"
"7/19/2012","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","window hit","Non-selasphorus spp.","4534_ANHU"
"7/20/2009","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found inside","Non-selasphorus spp.","3793_ANHU"
"4/11/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","window hit","Non-selasphorus spp.","3250_ANHU"
"4/20/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1030_ANHU"
"5/6/2015","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",2,"Spring","found on the ground","Selasphorus spp.","6409_ALHU"
"6/6/2016","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6750_ALHU"
"6/22/2012","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","4505_ANHU"
"6/21/2008","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3534_ANHU"
"6/23/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","2523_ANHU"
"4/30/2012","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4450_ANHU"
"4/22/1998","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","window hit","Selasphorus spp.","1398_ALHU"
"6/19/1999","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Summer","found on the ground","Non-selasphorus spp.","1660_ANHU"
"4/29/2008","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","3488_ANHU"
"1/9/2014","Died","malibu","Yes","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","6028_ANHU"
"3/14/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","585_ANHU"
"3/22/2014","Released","Lindsey","No","ANHU","Male","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","4915_ANHU"
"4/12/2013","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","4685_ANHU"
"4/6/2013","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4675_ANHU"
"4/7/2014","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",1,"Spring","unknown","Selasphorus spp.","6084_ALHU"
"3/10/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","26_ANHU"
"3/20/2016","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5538_ANHU"
"6/22/2006","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","3123_ANHU"
"9/26/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","182_ANHU"
"3/2/2011","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",2,"Spring","nest-related","Non-selasphorus spp.","4110_ANHU"
"5/8/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2686_ANHU"
"4/11/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5260_ANHU"
"9/28/1995","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","927_ANHU"
"11/21/2014","Died","malibu","Yes","Selasphorus","Male","adult-like",1,"Fall","found on the ground","Selasphorus spp.","6263_ALHU"
"5/6/2016","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","6703_ANHU"
"3/1/1994","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","578_ANHU"
"5/19/2014","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5009_ANHU"
"2/9/2003","Released","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Winter","found on the ground","Selasphorus spp.","2379_ALHU"
"7/11/2009","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","3787_ANHU"
"2/25/2015","Released","malibu","Yes","Selasphorus","Female-like ","adult-like",-1,"Winter","unknown","Selasphorus spp.","6499_ALHU"
"7/6/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","1096_ANHU"
"1/30/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","3194_ANHU"
"4/1/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","4928_ANHU"
"2/18/1997","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","1157_ANHU"
"7/19/2003","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2547_ANHU"
"3/7/2009","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Non-selasphorus spp.","3638_ANHU"
"5/18/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5324_ANHU"
"6/7/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","2716_ANHU"
"6/12/2013","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Summer","nest-related","Selasphorus spp.","5846_ALHU"
"4/14/2003","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","2451_ANHU"
"4/12/1998","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1376_ANHU"
"5/25/2003","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",1,"Spring","nest-related","Selasphorus spp.","2492_ALHU"
"2/12/2016","Released","Santa Barbara","Yes","ANHU","Male","adult-like",0,"Winter","unknown","Non-selasphorus spp.","6844_ANHU"
"2/27/2010","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","nest-related","Non-selasphorus spp.","3874_ANHU"
"7/24/2015","Released","malibu","No","BCHU","Female-like ","adult-like",5,"Summer","unknown","Non-selasphorus spp.","6482_BCHU"
"4/20/1996","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1029_ANHU"
"6/20/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",2,"Summer","unknown","Selasphorus spp.","5996_ALHU"
"2/25/2015","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Winter","caught by domestic animal","Selasphorus spp.","6498_ALHU"
"2/12/2016","Released","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Winter","unknown","Selasphorus spp.","6624_ALHU"
"1/25/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5157_ANHU"
"5/27/1994","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","651_ANHU"
"2/16/2009","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3620_ANHU"
"6/24/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","684_ANHU"
"2/5/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","375_ANHU"
"4/5/2011","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4152_ANHU"
"5/4/1997","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1224_ANHU"
"4/7/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3244_ANHU"
"4/4/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","unknown","Non-selasphorus spp.","2197_ANHU"
"1/22/2015","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Winter","found inside","Selasphorus spp.","6341_ALHU"
"7/16/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","1290_ANHU"
"5/26/2013","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4733_ANHU"
"6/5/2014","Released","malibu","Yes","Selasphorus","Female-like ","adult-like",3,"Summer","unknown","Selasphorus spp.","6128_ALHU"
"1/1/2011","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4086_ANHU"
"5/27/2011","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","4220_ANHU"
"3/13/2016","Released","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5524_ANHU"
"10/14/1997","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","1312_ANHU"
"4/18/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","5279_ANHU"
"7/1/2015","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Summer","nest-related","Selasphorus spp.","6581_ALHU"
"3/4/2016","Died","malibu","No","Selasphorus","Female-like ","adult-like",2,"Spring","unknown","Selasphorus spp.","6636_ALHU"
"7/4/2011","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","4271_ANHU"
"4/8/2016","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found inside","Non-selasphorus spp.","5572_ANHU"
"5/9/2013","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","4721_ANHU"
"2/23/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","suspect torpor-like state","Non-selasphorus spp.","957_ANHU"
"4/3/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1368_ANHU"
"6/13/2013","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","5974_ALHU"
"7/13/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",2,"Summer","found on the ground","Non-selasphorus spp.","3348_ANHU"
"8/13/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5695_ANHU"
"1/23/2008","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","window hit","Non-selasphorus spp.","3407_ANHU"
"1/15/2010","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","3847_ANHU"
"5/7/1998","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Selasphorus spp.","1408_ALHU"
"4/6/1994","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","601_ANHU"
"3/29/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","suspect torpor-like state","Non-selasphorus spp.","2832_ANHU"
"4/4/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","52_ANHU"
"11/25/2012","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Fall","window hit","Non-selasphorus spp.","4583_ANHU"
"12/11/2009","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","3838_ANHU"
"3/23/1995","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","789_ANHU"
"3/18/1996","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","window hit","Non-selasphorus spp.","985_ANHU"
"3/1/2013","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5748_ANHU"
"6/1/1999","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","1643_ANHU"
"12/13/2014","Died","malibu","Yes","ANHU","Female-like ","adult-like",4,"Winter","window hit","Non-selasphorus spp.","6327_ANHU"
"5/22/2016","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",1,"Spring","found on the ground","Selasphorus spp.","6734_ALHU"
"9/13/2014","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Fall","found on the ground","Selasphorus spp.","5106_RUHU"
"6/6/2014","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5031_ANHU"
"4/26/1996","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","1037_ANHU"
"8/29/1999","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Summer","found inside","Selasphorus spp.","1707_ALHU"
"7/6/1992","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","337_ANHU"
"8/11/2006","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found inside","Non-selasphorus spp.","3150_ANHU"
"7/6/2003","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","2536_ANHU"
"11/30/1999","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found inside","Non-selasphorus spp.","1722_ANHU"
"2/10/2013","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4605_ANHU"
"3/3/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","22_ANHU"
"8/8/2010","Died","Lindsey","Yes","ANHU","Male","adult-like",7,"Summer","found on the ground","Non-selasphorus spp.","4048_ANHU"
"5/18/2005","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","2883_ANHU"
"1/14/2009","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found inside","Non-selasphorus spp.","3603_ANHU"
"1/5/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",3,"Winter","found on the ground","Non-selasphorus spp.","3188_ANHU"
"2/2/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3198_ANHU"
"3/6/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","1974_ANHU"
"3/17/1999","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1556_ANHU"
"7/27/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5094_ANHU"
"4/9/2016","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","6671_ALHU"
"5/5/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3085_ANHU"
"11/11/2002","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2349_ANHU"
"4/14/1998","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","window hit","Selasphorus spp.","1384_RUHU"
